id,device_id,ts,activity,pp1,pp2,pp3,,participant,recipient,reed sensor,sender,window
359,3613,2024-08-24T00:16:01,,H1,,,,"H1","HH_door_receiver",0.0,"HH1_door_1","closed"
360,3613,2024-08-24T00:25:58,,H1,,,,"H1","HH_door_receiver",0.0,"HH1_door_1","closed"
361,3613,2024-08-24T00:35:51,,H1,,,,"H1","HH_door_receiver",0.0,"HH1_door_1","closed"
362,3613,2024-08-24T00:45:55,,H1,,,,"H1","HH_door_receiver",0.0,"HH1_door_1","closed"
363,3613,2024-08-24T00:55:52,,H1,,,,"H1","HH_door_receiver",0.0,"HH1_door_1","closed"
364,3613,2024-08-24T01:05:44,,H1,,,,"H1","HH_door_receiver",0.0,"HH1_door_1","closed"
365,3613,2024-08-24T01:15:41,,H1,,,,"H1","HH_door_receiver",0.0,"HH1_door_1","closed"
366,3613,2024-08-24T01:25:40,,H1,,,,"H1","HH_door_receiver",0.0,"HH1_door_1","closed"
367,3613,2024-08-24T01:35:38,,H1,,,,"H1","HH_door_receiver",0.0,"HH1_door_1","closed"
368,3613,2024-08-24T01:45:36,,H1,,,,"H1","HH_door_receiver",0.0,"HH1_door_1","closed"
369,3613,2024-08-24T01:55:34,,H1,,,,"H1","HH_door_receiver",0.0,"HH1_door_1","closed"
370,3613,2024-08-24T02:05:48,,H1,,,,"H1","HH_door_receiver",0.0,"HH1_door_1","closed"
371,3613,2024-08-24T02:15:39,,H1,,,,"H1","HH_door_receiver",0.0,"HH1_door_1","closed"
372,3613,2024-08-24T02:25:34,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
373,3613,2024-08-24T02:35:39,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
374,3613,2024-08-24T02:45:42,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
375,3613,2024-08-24T02:55:34,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
376,3613,2024-08-24T03:05:41,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
377,3613,2024-08-24T03:15:35,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
378,3613,2024-08-24T03:25:29,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
379,3613,2024-08-24T03:35:28,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
380,3613,2024-08-24T03:45:32,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
381,3613,2024-08-24T03:55:24,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
382,3613,2024-08-24T04:05:18,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
383,3613,2024-08-24T04:15:23,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
384,3613,2024-08-24T04:25:16,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
385,3613,2024-08-24T04:35:11,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
386,3613,2024-08-24T04:45:06,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
387,3613,2024-08-24T04:55:00,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
388,3613,2024-08-24T05:04:55,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
389,3613,2024-08-24T05:14:50,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
390,3613,2024-08-24T05:24:45,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
391,3613,2024-08-24T05:34:50,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
392,3613,2024-08-24T05:44:46,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
393,3613,2024-08-24T05:54:45,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
